Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
MICROWAVE ORIGINAL,8901512507709,code128,ACT II,C1,1111,1111,1111,25,25,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KASTURI METHI,8902167000164,code128,MDH,C1,1111,1111,1111,25,25,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HING,8902188811015,code128,RAMDEV,C1,1111,1111,1111,25,25,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SODA,8908004804087,code128,CATCH,C1,1111,1111,1111,25,25,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GULAB JAL,89005583,code128,DABUR,C1,1111,1111,1111,28,28,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
STAYFREE SECURE 6 PADS,8901012166604,code128,JHONSON & JHONSON,C1,1111,1111,1111,28,28,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
KASURI METHI,8904043927305,code128,TATA SAMPANN,C1,1111,1111,1111,28,28,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SABJI MASALA,8901786130504,code128,EVEREST,C1,1111,1111,1111,29,29,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
REX BAKING POWDER,8901030518584,code128,HUL,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
LUX BATH SOAP,8901030682322,code128,HUL,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VIM BAR ,8901030812972,code128,HUL,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MARI GOLD,8901063023901,code128,BRITANNIA,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GOOD DAY,8901063092402,code128,BRITANNIA,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BOURBON,8901063139213,code128,BRITANNIA,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ZIG-ZAG BRUSH,8901314011664,code128,COLGATE,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MORTIEN POWER COIL,8901396506003,code128,HINDUSTAN FOODS,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BUTTER PEPPER,8901512540508,code128,ACT II,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BUTTER DELIGHT,8901512541901,code128,ACT II,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
XTREME BUTTER,8901512546104,code128,ACT II,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MOVIE THEATRE BUTTER,8901512556301,code128,ACT II,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VEG HAKKA NOODLES,8901595851218,code128,CHINGS,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
FLAVOURED MILK ELAICHI,8904124107961,code128,ANANDA,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
FLAVOURED MILK BUTTERSCOTCH,8904124107978,code128,ANANDA,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
FLAVOURED MILK KESAR,8904124108005,code128,ANANDA,C1,1111,1111,1111,30,30,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TURMERIC POWDER,8904043927176,code128,TATA SAMPANN,C1,1111,1111,1111,31,31,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CORRIANDER POWDER,8904043927190,code128,TATA SAMPANN,C1,1111,1111,1111,31,31,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CLASSIC SALTED,8901512564306,code128,ACT II,C1,1111,1111,1111,33,33,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GOLDEN SIZZLE,8901512564405,code128,ACT II,C1,1111,1111,1111,33,33,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
LAL MIRCHI,8902167004384,code128,MDH,C1,1111,1111,1111,33,33,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
APPY FIZZ,8902579000004,code128,PARLE AGRO,C1,1111,1111,1111,33,33,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GOODNIGHT ACTIVE COIL,8901157004342,code128,GODREJ,C1,1111,1111,1111,34,34,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CUSTARD POWDER,8901030551956,code128,BROWN & POLSON,C1,1111,1111,1111,35,35,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BROWN & POLSON CUSTARD POWDER,8901030551956,code128,HUL,C1,1111,1111,1111,35,35,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SCOTCH BRITE,8901361302456,code128,SCOTCH BRITE,C1,1111,1111,1111,35,35,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DIET COKE,8901764061257,code128,COCA COLA,C1,1111,1111,1111,35,35,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
STAYFREE SECURE XL 6 PADS,8901012166635,code128,JHONSON & JHONSON,C1,1111,1111,1111,36,36,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ZANDU PAIN RELIEF BALM,8901248701105,code128,EMAMI,C1,1111,1111,1111,37,37,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MEAT MASALA,8902167000829,code128,MDH,C1,1111,1111,1111,37,37,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BOROPLUS ANITSEPTIC CREAM,8901248101103,code128,EMAMI,C1,1111,1111,1111,38,38,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BOROLINE ANTISEPTIC CREAM,8901531300015,code128,BOROLINE,C1,1111,1111,1111,38,38,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TOPS VANILLA CUSTARD POWDER,8904288621112,code128,TOPS,C1,1111,1111,1111,38,38,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VIM BAR ,8901030717048,code128,HUL,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CLOSEUP EVERFRESH+,8901030788277,code128,HUL,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
HAJMOLA,8901207900839,code128,DABUR,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
MAIDA,8901524000410,code128,AHAR,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SPRITE,8901764032271,code128,COCA COLA,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
THUMS UP,8901764042270,code128,COCA COLA,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GARAM MASALA,8902167000782,code128,MDH,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CHILLI POWDER,8904043927152,code128,TATA SAMPANN,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
TENDER COCONUT WATER TETRA ,8906009300504,code128,SHAKTI COCO,C1,1111,1111,1111,40,40,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
SOOJI,8901524001110,code128,AHAR,C1,1111,1111,1111,41,41,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ZANDU ULTRA POWER PAIN RELIEF,8901248701129,code128,EMAMI,C1,1111,1111,1111,42,42,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
CLASSIC SALTED,8901512548405,code128,ACT II,C1,1111,1111,1111,44,44,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GOLDEN SIZZLE,8901512548504,code128,ACT II,C1,1111,1111,1111,44,44,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
BOONDI,8904063200464,code128,HALDIRAM,C1,1111,1111,1111,44,44,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
GULABARI GULAB JAL,89005590,code128,DABUR,C1,1111,1111,1111,45,45,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DOVE BATH SOAP,8901030795589,code128,HUL,C1,1111,1111,1111,45,45,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
VERMICELLI,8901242114406,code128,BAMBINO,C1,1111,1111,1111,45,45,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
NUT CRACKER,8901314010520,code128,HALDIRAM,C1,1111,1111,1111,45,45,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
ALOE VERA GEL,8904109400636,code128,PATANJALI,C1,1111,1111,1111,45,45,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
DANT KANTI NATURAL TOOTHPASTE,8904109450112,code128,PATANJALI,C1,1111,1111,1111,45,45,30,No Tax,Exclusive,6577689ff60069c327a2bb71397d141c.png,,,,,,,,,,,Mr Demo Supplier,,,500,<p>product details on invoice </p>,<p>this is product added for demo purpose</p>
