Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
HIMALAYA GENTLE BABY SHAMPOO,118,code128,HIMALAYA,BABYCARE,1111,1111,1111, 85.00 , 76.00 ,1,,Inclusive,HIMALAYAGENTLEBABYSHAMPOO.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY MASSAGE OIL,119,code128,HIMALAYA,BABYCARE,1111,1111,1111, 100.00 , 90.00 ,1,,Inclusive,HIMALAYAGENTLEBABYMASSAGEOIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY MASSAGE OIL,120,code128,HIMALAYA,BABYCARE,1111,1111,1111, 175.00 , 160.00 ,1,,Inclusive,HIMALAYAGENTLEBABYMASSAGEOIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY WASH,121,code128,HIMALAYA,BABYCARE,1111,1111,1111, 145.00 , 130.00 ,1,,Inclusive,HIMALAYAGENTLEBABYWASH.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY LOTION,122,code128,HIMALAYA,BABYCARE,1111,1111,1111, 90.00 , 81.00 ,1,,Inclusive,HIMALAYAGENTLEBABYLOTION.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY LOTION,123,code128,HIMALAYA,BABYCARE,1111,1111,1111, 155.00 , 140.00 ,1,,Inclusive,HIMALAYAGENTLEBABYLOTION.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SHAMPOO,124,code128,HIMALAYA,BABYCARE,1111,1111,1111, 300.00 , 270.00 ,1,,Inclusive,HIMALAYAGENTLEBABYSHAMPOO.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SHAMPOO,125,code128,HIMALAYA,BABYCARE,1111,1111,1111, 160.00 , 144.00 ,1,,Inclusive,HIMALAYAGENTLEBABYSHAMPOO.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY POWDER,126,code128,HIMALAYA,BABYCARE,1111,1111,1111, 70.00 , 63.00 ,1,,Inclusive,HIMALAYAGENTLEBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY POWDER,127,code128,HIMALAYA,BABYCARE,1111,1111,1111, 130.00 , 117.00 ,1,,Inclusive,HIMALAYAGENTLEBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY POWDER,128,code128,HIMALAYA,BABYCARE,1111,1111,1111, 200.00 , 170.00 ,1,,Inclusive,HIMALAYAGENTLEBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA BABY CREAM,129,code128,HIMALAYA,BABYCARE,1111,1111,1111, 70.00 , 63.00 ,1,,Inclusive,HIMALAYABABYCREAM.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
HIMALAYA BABY CREAM,130,code128,HIMALAYA,BABYCARE,1111,1111,1111, 135.00 , 122.00 ,1,,Inclusive,HIMALAYABABYCREAM.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,133,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 320.00 , 295.00 ,1,,Inclusive,JOHNSONSBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,134,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 225.00 , 210.00 ,1,,Inclusive,JOHNSONSBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,135,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 135.00 , 125.00 ,1,,Inclusive,JOHNSONSBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,136,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 75.00 , 70.00 ,1,,Inclusive,JOHNSONSBABYPOWDER.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY OIL,137,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 195.00 , 183.00 ,1,,Inclusive,JOHNSONSBABYOIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY OIL,138,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 110.00 , 103.00 ,1,,Inclusive,JOHNSONSBABYOIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY OIL,139,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 400.00 , 375.00 ,1,,Inclusive,JOHNSONSBABYOIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY HAIR OIL,140,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 120.00 , 115.00 ,1,,Inclusive,JOHNSONSBABYHAIROIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY HAIR OIL,141,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 80.00 , 76.00 ,1,,Inclusive,JOHNSONSBABYHAIROIL.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY SHAMPOO,142,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 360.00 , 335.00 ,1,,Inclusive,JOHNSONSBABYSHAMPOO.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY SHAMPOO,143,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 90.00 , 83.00 ,1,,Inclusive,JOHNSONSBABYSHAMPOO.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS TOP-TO-TOE BABY BATH,144,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 160.00 , 148.00 ,1,,Inclusive,JOHNSONSTOP-TO-TOEBABYBATH.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS TOP-TO-TOE BABY BATH,145,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 85.00 , 79.00 ,1,,Inclusive,JOHNSONSTOP-TO-TOEBABYBATH.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY LOTION,146,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 165.00 , 155.00 ,1,,Inclusive,JOHNSONSBABYLOTION.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY LOTION,147,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 90.00 , 83.00 ,1,,Inclusive,JOHNSONSBABYLOTION.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY SOAP,148,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 62.00 , 59.00 ,1,,Inclusive,JOHNSONSBABYSOAP.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY SOAP,149,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 52.00 , 50.00 ,1,,Inclusive,JOHNSONSBABYSOAP.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY SOAP,150,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 90.00 , 85.00 ,1,,Inclusive,JOHNSONSBABYSOAP.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY CREAM,151,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 75.00 , 70.00 ,1,,Inclusive,JOHNSONSBABYCREAM.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS MILK + RICE BABY CREAM,152,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 75.00 , 70.00 ,1,,Inclusive,JOHNSONSMILK+RICEBABYCREAM.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JOHNSONS BABY CREAM,153,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 145.00 , 135.00 ,1,,Inclusive,JOHNSONSBABYCREAM.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
JHONSONS MILK + RICE LOTION,154,code128,JHONSON&JHONSON,BABYCARE,1111,1111,1111, 170.00 , 158.00 ,1,,Inclusive,JHONSONSMILK+RICELOTION.jpg,BABYSKIN&HAIR,,,,,,,,,,,,,,,
CHOCOLATE DRINKING,513,code128,HERSHEY,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 200.00 , 190.00 ,1,,Inclusive,CHOCOLATEDRINKING.jpg,BAKING&DESERTS,,,,,,,,,,,,,,,
COCO POWDER,514,code128,POSTER,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 100.00 , 95.00 ,1,,Inclusive,COCOPOWDER.jpg,BAKING&DESERTS,,,,,,,,,,,,,,,
CUSTARD POWDER,519,code128,BROWN&POLSON,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 35.00 , 33.25 ,1,,Inclusive,CUSTARDPOWDER,BAKING&DESERTS,,,,,,,,,,,,,,,
REX BAKING POWDER,542,code128,HUL,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 30.00 , 28.00 ,1,,Inclusive,REXBAKINGPOWDER.jpg,BAKING&DESERTS,,,,,,,,,,,,,,,
BROWN & POLSON CUSTARD POWDER,543,code128,HUL,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 35.00 , 32.00 ,1,,Inclusive,BROWN&POLSONCUSTARDPOWDER.jpg,BAKING&DESERTS,,,,,,,,,,,,,,,
BROWN & POLSON CORNFLOUR,544,code128,HUL,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 25.00 , 23.00 ,1,,Inclusive,BROWN&POLSONCORNFLOUR.jpg,BAKING&DESERTS,,,,,,,,,,,,,,,
TOPS VANILLA CUSTARD POWDER,556,code128,TOPS,NOODLESSAUCES&INSTANTFOOD,1111,1111,1111, 38.00 , 35.00 ,1,,Inclusive,TOPSVANILLACUSTARDPOWDER.jpg,BAKING&DESERTS,,,,,,,,,,,,,,,
DETTOL SOAP,601,code128,RECKITTBENCKISER,PERSONALCARE,1111,1111,1111, 96.00 , 91.20 ,1,,Inclusive,DETTOLSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX SOFT TOUCH,602,code128,HUL,PERSONALCARE,1111,1111,1111, 95.00 , 90.25 ,1,,Inclusive,LUXSOFTTOUCH.jpg,BATH&BODY,,,,,,,,,,,,,,,
PEARS SOPA,603,code128,HUL,PERSONALCARE,1111,1111,1111, 38.00 , 36.10 ,1,,Inclusive,PEARSSOPA.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX INTERNATIONAL TOUCH,604,code128,HUL,PERSONALCARE,1111,1111,1111, 30.00 , 28.50 ,1,,Inclusive,LUXINTERNATIONALTOUCH.jpg,BATH&BODY,,,,,,,,,,,,,,,
DOVE BATH SOAP,605,code128,HUL,PERSONALCARE,1111,1111,1111, 20.00 , 19.00 ,1,,Inclusive,DOVEBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
DETTOL,607,code128,DETTOL,PERSONALCARE,1111,1111,1111, 99.00 , 98.00 ,1,,Inclusive,DETTOL.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX SOAP,608,code128,LUX,PERSONALCARE,1111,1111,1111, 10.00 , 9.50 ,1,,Inclusive,LUXSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
PEARS BATH SOAP,611,code128,HUL,PERSONALCARE,1111,1111,1111, 65.00 , 62.00 ,1,,Inclusive,PEARSBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX 4+1 SOAP,612,code128,HUL,PERSONALCARE,1111,1111,1111, 95.00 , 92.00 ,1,,Inclusive,LUX4+1SOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX 4+1 SOAP,613,code128,HUL,PERSONALCARE,1111,1111,1111, 95.00 , 92.00 ,1,,Inclusive,LUX4+1SOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX BATH SOAP,614,code128,HUL,PERSONALCARE,1111,1111,1111, 30.00 , 28.00 ,1,,Inclusive,LUXBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LUX BATH SOAP,615,code128,HUL,PERSONALCARE,1111,1111,1111, 55.00 , 53.00 ,1,,Inclusive,LUXBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LIRIL BATH SOAP,616,code128,HUL,PERSONALCARE,1111,1111,1111, 57.00 , 54.00 ,1,,Inclusive,LIRILBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
MARGO BATH SOAP,617,code128,JYOTHYLABROTRIES,PERSONALCARE,1111,1111,1111, 85.00 , 82.00 ,1,,Inclusive,MARGOBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
NO. 1 BATH SOAP,618,code128,GODREJ,PERSONALCARE,1111,1111,1111, 72.00 , 69.00 ,1,,Inclusive,NO.1BATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
LIFEBUOY BATH SOAP,619,code128,HUL,PERSONALCARE,1111,1111,1111, 80.00 ,,1,,Inclusive,LIFEBUOYBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
DETTOL BATH SOAP,620,code128,RECKITTBENCKISER,PERSONALCARE,1111,1111,1111, 200.00 , 193.00 ,1,,Inclusive,DETTOLBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
DETTOL BATH SOAP,621,code128,RECKITTBENCKISER,PERSONALCARE,1111,1111,1111, 200.00 , 193.00 ,1,,Inclusive,DETTOLBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
FAIRGLOW BATH SOAP,622,code128,GODREJ,PERSONALCARE,1111,1111,1111, 88.00 , 85.00 ,1,,Inclusive,FAIRGLOWBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
MEDIMIX BATH SOAP,623,code128,SAUNDARYAPRASARAK,PERSONALCARE,1111,1111,1111, 105.00 , 100.00 ,1,,Inclusive,MEDIMIXBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
MEDIMIX BATH SOAP,624,code128,SAUNDARYAPRASARAK,PERSONALCARE,1111,1111,1111, 74.00 , 71.00 ,1,,Inclusive,MEDIMIXBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
VIVEL BATH SOAP,625,code128,ITC,PERSONALCARE,1111,1111,1111, 99.00 , 92.00 ,1,,Inclusive,VIVELBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
SANTOOR BATH SOAP,628,code128,WIPROENTERPRISE,PERSONALCARE,1111,1111,1111, 98.00 , 93.00 ,1,,Inclusive,SANTOORBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
FAIR & LOVELY BATH SOAP,629,code128,HUL,PERSONALCARE,1111,1111,1111, 90.00 , 88.00 ,1,,Inclusive,FAIR&LOVELYBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
SAVLON BATH SOAP,630,code128,ITC,PERSONALCARE,1111,1111,1111, 87.00 , 83.00 ,1,,Inclusive,SAVLONBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
PEARS BATH SOAP SUPER SAVER,631,code128,HUL,PERSONALCARE,1111,1111,1111, 150.00 , 140.00 ,1,,Inclusive,PEARSBATHSOAPSUPERSAVER.jpg,BATH&BODY,,,,,,,,,,,,,,,
DOVE BATH SOAP,632,code128,HUL,PERSONALCARE,1111,1111,1111, 160.00 , 150.00 ,1,,Inclusive,DOVEBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
DOVE BATH SOAP,633,code128,HUL,PERSONALCARE,1111,1111,1111, 45.00 , 43.00 ,1,,Inclusive,DOVEBATHSOAP.jpg,BATH&BODY,,,,,,,,,,,,,,,
CINTHOL BATH SOAP LIME,634,code128,GODREJ,PERSONALCARE,1111,1111,1111, 124.00 , 119.00 ,1,,Inclusive,CINTHOLBATHSOAPLIME.jpg,BATH&BODY,,,,,,,,,,,,,,,
CINTHOL BATH SOAP COOL,635,code128,GODREJ,PERSONALCARE,1111,1111,1111, 99.00 , 95.00 ,1,,Inclusive,CINTHOLBATHSOAPCOOL.jpg,BATH&BODY,,,,,,,,,,,,,,,
AAA BATTERY,382,code128,PANASONIC,HOUSEHOLDITEMS,1111,1111,1111, 10.00 , 9.50 ,1,,Inclusive,AAABATTERY.jpg,BATTERIES,,,,,,,,,,,,,,,
AA BATTERY,383,code128,PANASONIC,HOUSEHOLDITEMS,1111,1111,1111, 10.00 , 9.50 ,1,,Inclusive,AABATTERY.jpg,BATTERIES,,,,,,,,,,,,,,,
NUTRI CHOICE DIGESTIVE,268,code128,BRITANNIA,BISCUITSSNACKS&CHOCOLATES,1111,1111,1111, 55.00 , 52.25 ,1,,Inclusive,NUTRICHOICEDIGESTIVE.jpg,BBISCUITS&COOKIES,,,,,,,,,,,,,,,
NUTRI CHOICE DIGESTIVE,269,code128,BRITANNIA,BISCUITSSNACKS&CHOCOLATES,1111,1111,1111, 20.00 , 19.00 ,1,,Inclusive,NUTRICHOICEDIGESTIVE.jpg,BBISCUITS&COOKIES,,,,,,,,,,,,,,,
PARLE-G,270,code128,PARLE-G,BISCUITSSNACKS&CHOCOLATES,1111,1111,1111, 5.00 , 4.75 ,1,,Inclusive,PARLE-G.jpg,BBISCUITS&COOKIES,,,,,,,,,,,,,,,
KELLOGG'S CHOCOS,295,code128,KELLOGG'S,GROCERY&STAPLES,1111,1111,1111, 165.00 , 156.75 ,1,,Inclusive,KELLOGG'SCHOCOS.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
KELLOGG'S CORNFLAKES,296,code128,KELLOGG'S,GROCERY&STAPLES,1111,1111,1111, 95.00 , 90.25 ,1,,Inclusive,KELLOGG'SCORNFLAKES.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
QUINOA ORGANIC,330,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 375.00 , 337.50 ,1,,Inclusive,QUINOAORGANIC.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
CRUNCHY MUSESLI,331,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 320.00 , 272.00 ,1,,Inclusive,CRUNCHYMUSESLI.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
CM CRANBERRIES,332,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 320.00 , 272.00 ,1,,Inclusive,CMCRANBERRIES.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
MIX FRUIT MUESLI,333,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 320.00 , 272.00 ,1,,Inclusive,MIXFRUITMUESLI.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
NAS CR. MUESLI,334,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 320.00 , 272.00 ,1,,Inclusive,NASCR.MUESLI.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
HEALTHY CRUNCH,335,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 320.00 , 272.00 ,1,,Inclusive,HEALTHYCRUNCH.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
PROTEIN MUESLI,336,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 399.00 , 339.15 ,1,,Inclusive,PROTEINMUESLI.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
CORN FLAKES,337,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 330.00 , 280.50 ,1,,Inclusive,CORNFLAKES.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
WHITE OATS,338,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 99.00 , 84.15 ,1,,Inclusive,WHITEOATS.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
WHEAT FLAKES,339,code128,BAGRRY'S,GROCERY&STAPLES,1111,1111,1111, 195.00 , 165.75 ,1,,Inclusive,WHEATFLAKES.jpg,BREAKFASTCERAL&MIXES,,,,,,,,,,,,,,,
